,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
80771,unspoken,reason,2019,rock,year felt like season winter think feel reach climb second guess time plan purpose child forget hunger heart soul reason believe feel like give feel like give reason believe pull curtain heaven hand lyric commercial,35,0.001644737,0.001644737,0.474501042,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.131114565,0.001644737,0.104369814,0.067020184,0.090582734,0.684826167,0.804681691,0.022087372,0,0.975267931,0.798792515,world/life,0.014285714
80774,half•alive,arrow,2019,rock,life begin happen plan somethin tryna somebody plan changin rearrangin slow release control slow steady know life begin happen plan somethin tryna somebody plan changin rearrangin slow release control slow steady know hardest place lyric commercial,36,0.001879699,0.001879699,0.32874481,0.001879699,0.001879699,0.001879699,0.001879699,0.081368702,0.20574823,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.075208231,0.797465612,0.749275697,0.004988961,0.000106275,0.769167354,0.602590191,world/life,0.014285714
80781,andy grammer,wish you pain,2019,rock,doubt come like monsters terrorize dream feel lonely hopelessness cause believe question fear like poison get blood push breathe life line everybody watch fall cause know heart grow time break know sound strange wish pain wish pain hard lyric commercial,40,0.001422475,0.217556553,0.116166459,0.001422475,0.030352406,0.001422475,0.001422475,0.1801497,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.370103193,0.001422475,0.619841872,0.726841525,0.110440874,0,0.041323166,0.65063974,sadness,0.014285714
80782,ajr,beats,2019,rock,okay people laugh joke yeah strange success song play produce aisle someday hell okay famous friends song play produce aisle someday hell beat great record cost song pay beat beat great record cost song pay beat lyric commercial,38,0.001697793,0.001697793,0.001697793,0.001697793,0.037473354,0.044246544,0.001697793,0.001697793,0.327877463,0.274095143,0.001697793,0.001697793,0.124867598,0.001697793,0.001697793,0.001697793,0.572186722,0.729020845,0.019878534,0,0.660964551,0.682672772,obscene,0.014285714
80784,vampire weekend,sympathy,2019,rock,think bedroom firmly take hand isolation end begin understand pingpong match constant desire gonna ahead cause look mirror sympathy hear word enemies centuries lyric commercial,25,0.003095975,0.382334299,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.370802988,0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.003095975,0.003095975,0.003095975,0.699989169,0.77301746,0.019978936,0.002327935,0.656842539,0.777770837,violence,0.014285714
80786,the score,the fear,2019,rock,whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh knock demons creep round change shots runnin tell chain drive battle hard face mirror scar make deeper push cause stronger time stand stand hand hand fight fear fight fear rise grind gonna believer fight fear fight fear blood sweat tear pain taste sweeter whoaohoh whoaohoh fight fear lyric commercial,57,0.00131579,0.704861841,0.069891078,0.00131579,0.001315789,0.00131579,0.00131579,0.00131579,0.00131579,0.001315789,0.042261305,0.00131579,0.029482564,0.00131579,0.00131579,0.001315789,0.472544135,0.767838371,0.006886553,0,0.200329761,0.62861703,violence,0.014285714
80788,half•alive,runaway,2019,rock,search work trip perfect chase vision surface shirt backwards purpose yeah learn bigger expectation feet fail bless flow heaven star reflection redirect perfection progress lean truth inside promise hold life dream wanna see yeah need away need away yeah need away work heart turn vision clear learn plan tell need away stand stage mirror force face search escape scan exit embrace easy hold life dream wanna see yeah need away need away need away need away need away need away need away need away,84,0.000797448,0.000797448,0.284026633,0.000797448,0.247678294,0.021114118,0.000797448,0.000797448,0.000797448,0.000797448,0.000797448,0.081360044,0.000797448,0.000797448,0.318471514,0.000797448,0.665330878,0.770940697,0.003252011,0.000923077,0.596042869,0.594581933,sadness,0.014285714
80791,slenderbodies,belong,2019,rock,damn live life mean swear know greet hard breathe ceiling dream palaces countrysides want want want want morning light laugh break away city light hide dark cause belong belong yeah belong belong belong belong belong belong belong yeah yeah lyric commercial,41,0.001385042,0.001385042,0.104253052,0.001385042,0.087827423,0.001385042,0.001385042,0.001385042,0.042696203,0.122483923,0.001385042,0.136196484,0.001385042,0.001385042,0.318895325,0.001385042,0.748727391,0.726046714,0.871485815,0.001022267,0.834089035,0.567554062,sadness,0.014285714
80792,big daddy weave,alive,2019,rock,dead transgressions wander go search redemption road walk live flesh lose desire drown flood come save alive strong mighty reach rise alive lyric commercial,24,0.002631579,0.42445257,0.285501593,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.06848023,0.002631579,0.002631579,0.059579656,0.492039424,0.771427839,9.35E-05,0,0.381698269,0.783777031,violence,0.014285714
80793,the national,light years,2019,rock,wait outside lay soak feet start know go lose hard reach lightyears lightyears away lightyears lightyears away think mother weekend anybody dark light shadow right know lose hard reach lightyears lightyears away lightyears lightyears away lightyears lightyears away lightyears lightyears away,41,0.001879699,0.001879699,0.001879699,0.046676555,0.001879699,0.001879699,0.001879699,0.103715524,0.001879699,0.001879699,0.001879699,0.187474363,0.038469435,0.001879699,0.570226854,0.0018797,0.522365428,0.61510653,0.953815215,0.708502024,0.153957131,0.316294963,sadness,0.014285714
80794,barns courtney,hollow,2019,rock,usually wouldn mean shit alright eye like lasers mist burn souls alive shut untouched brighter light denser sight burn like kinder flay plug razor blades throw away hollow spark dark tear boys hollow heart hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow dirt optics word bakelite crawl hear underground alive mind get kinda dumb hollow side bring shoot squad leave heart burn like kinder flay plug razor blades throw away hollow spark dark tear boys hollow heart hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow mountain run hollow ones forever underground overproud forever hollow hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow,141,0.000649773,0.315821451,0.000649773,0.092352773,0.000649773,0.000649773,0.000649773,0.000649773,0.054026617,0.000649773,0.000649773,0.054307754,0.000649773,0.175275644,0.27221638,0.000649773,0.498537853,0.801271697,0.00614358,0,0.261129431,0.821816257,violence,0.014285714
80795,spoon,no bullets spent,2019,rock,master return kind count step know door picture furthest escape mess go close eye master return kind count step know door picture lyric commercial,24,0.002392345,0.002392345,0.183081963,0.002392345,0.002392345,0.002392345,0.002392345,0.179456881,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.391363499,0.002392345,0.760641178,0.812424685,0.163653779,0.000475709,0.826875515,0.706697547,sadness,0.014285714
80796,yungblud,loner,2019,rock,friends desert want loner head sleep dead baby hype delude nanana quiet life force smile tire eye taste riot life cause martyr grow tomatoes young teeth doves self belief shoe look squeaky clean want leader stop cheater bounce people know bounce friends desert want loner nanana head sleep dead baby hype delude nanana lock riot lyric commercial,57,0.067276738,0.367984537,0.093197914,0.001594896,0.001594896,0.001594896,0.001594896,0.105562439,0.001594896,0.001594896,0.090798235,0.001594896,0.060854971,0.001594897,0.001594896,0.001594896,0.225603812,0.837832987,0.028613483,0,0.465169002,0.948947355,violence,0.014285714
80797,tenth avenue north,greater than all my regrets,2019,rock,past come haunt tell remind go wrong sin lay lord lord fall fail trust greater bend break trust hand hold greater regret greater regret greater regret father know break heart lyric commercial,32,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.099162516,0.043802699,0.194283656,0.001949318,0.001949318,0.001949318,0.001949318,0.049254552,0.001949318,0.472335245,0.001949318,0.294920394,0.731430916,0.128513181,0,0.144682605,0.497481803,sadness,0.014285714
80798,two door cinema club,once,2019,rock,away sugar dance tongue grow stay young get stick paper magazines luck strangers live dream lifetime away soon break wave live company play wall suddenly miss keep soon gonna know certain lifetime away soon break wave live break wave lifetime away soon break wave live break wave,47,0.001315789,0.091757048,0.171063581,0.00131579,0.001315789,0.001315789,0.001315789,0.00131579,0.00131579,0.105987203,0.00131579,0.046598843,0.018926379,0.001315789,0.309975192,0.047408357,0.633921802,0.771530395,0.00317169,0.000593117,0.545548228,0.870866838,sadness,0.014285714
80801,grandson,stigmata,2019,rock,mindstate kill mindstate kill need violence bust silence real traumatize think hide feel truth alive underground live wifi lie sell black hawk fly head right hill hole head call suicide wake hole hand crucify decide wanna ride stop unify wake hole hand crucify stigmata stigmata lyric commercial,47,0.001547988,0.704036237,0.001547988,0.001547988,0.036501601,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.085291273,0.441135059,0.748070661,0.000247992,0.000325911,0.307502061,0.86285858,violence,0.014285714
80802,killswitch engage,the signal fire,2019,rock,yeah follow endless maze separation define break lead astray choose renew amnesty break hopeless state fat revolt wake lead place hide strength realign signal alight give fight sight signal alight walk mile shoe determine lose lose disconnection common reality lose world hypocrisy hide strength realign signal alight give fight sight signal alight alight beacon deliver guide away decay humanity yeah hide strength realign signal alight give fight sight signal alight alight alight fight alight signal alight,76,0.001644737,0.45509716,0.169225978,0.001644737,0.064155024,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.049628377,0.001644737,0.001644737,0.001644737,0.238867144,0.001644737,0.454131918,0.742250596,3.22E-05,2.69E-05,0.086974444,0.979979355,violence,0.014285714
80805,the lumineers,donna,2019,rock,word save picture hair braid wallet cemetery tell daughter ordinary hate junior husband love computers mother eldest seven children blame live lyric commercial,23,0.003508772,0.484244636,0.003508772,0.003508772,0.003508772,0.003508772,0.09587369,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.230407988,0.003508772,0.003508772,0.003508772,0.463879562,0.645488809,0.963855385,1.80E-05,0.266281946,0.247223737,violence,0.014285714
80813,prince,i wanna be your lover (single version),2019,rock,money repeat song baby come free want gonna money tell tell claim fame like silly game money tell mind makin time spirit rhyme money yeah showtime gonna shake hips east shake till mind best say say baby hand understand silly know money come free want gonna money yeah listen talk little hand understand silly fresh women best money neck mean heck need diehard kinda drawers heckabuff good wantcha baby baby baby money play days tire mayonnaise revolution groove worry worry baby money showtime come free wanna wrong mama heckabuff wantcha know yeah revolution groove lord worry gimme gimme vaseline slide girls know mean lord cool cool cool cool loose loose,110,0.11783631,0.000619195,0.000619195,0.000619195,0.045966801,0.094046064,0.000619195,0.171685507,0.391153265,0.018060233,0.000619195,0.000619195,0.092830572,0.000619195,0.000619195,0.000619195,0.792050255,0.624669897,0.236947025,0.001649798,0.834089035,0.442425029,obscene,0.014285714
80814,prince,gotta broken heart again,2019,rock,break heart supposedtobe friend steal lady away blue break heart money spend spend long distance phone beg come home yeah yeah yeah matter stop think little things say things baby head break heart yeah time feel like go away leave,40,0.082906639,0.001385042,0.001385042,0.093589671,0.108549442,0.032773937,0.001385042,0.193061395,0.059617713,0.064978335,0.001385042,0.001385042,0.001385042,0.001385042,0.324985186,0.001385042,0.667497022,0.516062867,0.064958901,0.056275304,0.51772465,0.229205156,sadness,0.014285714
80816,a-ha,move to memphis,2019,rock,walk teach better bring tell memphis go memphis follow highway doorway go memphis walk away say better stick stay tell memphis follow highway doorway go memphis go go go memphis go go go memphis memphis follow highway doorway go memphis follow highway doorway go memphis follow highway doorway go memphis memphis baby,52,0.037480421,0.207618126,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.095135888,0.001461988,0.001461988,0.298357735,0.001461988,0.001461988,0.001461988,0.035564345,0.306837635,0.616592657,0.697971951,0.012950816,0.000225709,0.967023908,0.845841031,feelings,0.014285714
80821,weezer,everybody wants to rule the world,2019,rock,welcome life turn sleep act best behavior turn mother nature everybody want rule world design remorse help decide help freedom pleasure last forever everybody want rule world room light hold hand wall come tumble right fade everybody want rule world stand indecision marry lack vision everybody want rule world need headline believe everybody want rule world freedom pleasure last forever everybody want rule world,64,0.001074114,0.061337549,0.421075339,0.001074114,0.161732436,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.101422335,0.110526686,0.001074114,0.001074114,0.001074114,0.655583234,0.797989898,0.026003038,0.001143725,0.374484749,0.714705805,world/life,0.014285714
80822,half•alive,breakfast,2019,rock,carpet wrench carbonate emotion tear rise flee wall yeah sure surround strength lower gate humble embrace venerable place open tear tremble step okay fret safe place heart second let guard hold close strength open break expose flee mountains sure surround strength open space humble place venerable place open tear tremble step okay fret safe place heart second open tear tremble step okay fret safe place heart second,67,0.001283697,0.001283697,0.001283697,0.0560357,0.029916263,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.108859538,0.043689149,0.001283697,0.001283697,0.74352759,0.001283697,0.506119354,0.587980412,0.696786844,0.054959514,0.33223413,0.334313544,sadness,0.014285714
80824,killswitch engage,the crownless king,2019,rock,abolition illusion monuments hypocrisy burn burn grind destroy useless tear reminders crownless impostor claim authority indignation close choose save cast willingness crown virtuous defy depths descend defy death defend defy rule come defy crownless penitent pray downfall reign warrior soul shall break hold constraints suffer defy depths descend defy death defend defy rule come defy crownless storied confusion distort dilute come undo balance shift framework break yeah framework break depths descend crownless defy defy defy defy,76,0.076154234,0.490991695,0.00228833,0.00228833,0.0459306,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.095311335,0.00228833,0.259575522,0.00228833,0.464962634,0.739045714,0.000152611,2.09E-05,0.395094806,0.966965935,violence,0.014285714
80828,incubus,into the summer,2019,rock,shouldn summer pretty build spill ready overflow piss moan ash guess smite leave remember call forever shouldn summer summer like coil vine break crack wall fruit distil step line remember call forever shouldn summer remember call forever remember end blind shouldn summer shouldn summer shouldn summer summer remember call forever shouldn summer remember call forever remember end blind,58,0.001253133,0.180251179,0.218014952,0.036891869,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.407865374,0.001253133,0.001253133,0.001253133,0.042940141,0.001253133,0.001253133,0.602512726,0.762582365,0.005450809,2.83E-06,0.522877164,0.759752257,music,0.014285714
80829,phantogram,into happiness,2019,rock,life gold long drive fall happiness wish loneliness perfect lightning like life gold funny things roll fall happiness wish lyric commercial,21,0.002631579,0.002631579,0.351890737,0.002631579,0.002631579,0.002631579,0.002631579,0.053450126,0.002631579,0.002631579,0.002631579,0.088277465,0.002631579,0.092827151,0.185024301,0.002631579,0.128127369,0.807835295,0.002980927,9.55E-05,0.113767519,0.798792515,world/life,0.014285714
80830,killswitch engage,i am broken too,2019,rock,weight try cover mistake like break right cause break place need proof reopen wound reopen wound yeah know need proof reopen wound right place truth break reopen wound make mistake feel alive break stop numb pain away away know need need proof reopen wound wound right place truth truth cause break break break like,54,0.001349528,0.093610798,0.001349528,0.001349528,0.170141393,0.001349528,0.001349528,0.180162056,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.062984832,0.446574278,0.001349528,0.379399978,0.739532856,3.01E-05,0.004635628,0.627988458,0.962961806,sadness,0.014285714
80831,bastille,million pieces,2019,rock,million piece breathe hard speak cause like bitter pill blow mind make heart beat harder harder harder harder hard clown laugh drill look outside world end faster faster faster faster fast echo news ring loud echo echo sound drown echo break heart break heart million piece break heart million piece gonna break leave till morning wanna know break heart break heart million piece million piece go mean drink fuck dance right disaster want talk echo news ring loud echo echo music drown echo break heart break heart million piece break heart million piece gonna break leave till morning wanna know break heart break heart million piece million piece fear loathe mind pull pull ceiling break heart break heart million piece break heart million piece gonna break leave till morning wanna know break heart break heart million piece million piece million piece million piece,143,0.000434972,0.000434972,0.039730209,0.000434972,0.000434972,0.000434972,0.000434972,0.000434972,0.105281853,0.075441709,0.000434972,0.000434972,0.000434972,0.000434972,0.680809166,0.029354531,0.242932958,0.763402815,0.370481296,0,0.556883759,0.827822451,sadness,0.014285714
80832,wilco,love is everywhere (beware),2019,rock,tangle wild see mean country sadness want away scene right right right right sunlight grab lake freeze flame beneath sleep riot rain right right right right things explain right right right frighten beware,33,0.001949318,0.001949318,0.001949318,0.434263332,0.001949318,0.001949318,0.001949318,0.130921513,0.001949318,0.001949318,0.163484677,0.208029046,0.001949318,0.001949318,0.001949318,0.001949318,0.272175891,0.672281619,0.120481045,0.457489879,0.502267106,0.520505545,night/time,0.014285714
80837,killswitch engage,know your enemy,2019,rock,resist lose uncertainty divide strife comprehension conflict live enslave technological haze crosshairs weapon dissuade brain target sight mental imprisonment inside inside selfdestruction command resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy yeah lock load wait explode explode pawn illusion subjugate control resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy run deeper think pull string know know enemy forcefed illusions world confusion know know enemy target sight resist resist fight subjugate mind free forcefed reality resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy inside resist fight know enemy,102,0.001315789,0.418007249,0.042025311,0.119223539,0.027686766,0.001315789,0.001315789,0.342828189,0.00131579,0.001315789,0.00131579,0.00131579,0.033123682,0.00131579,0.00131579,0.001315789,0.418390556,0.744327359,8.19E-05,0.000544534,0.286892003,0.976976258,violence,0.014285714
80838,killswitch engage,as sure as the sun will rise,2019,rock,hand certainty fulfill destiny soul light light course vein like river rain healer seeker true believer summon smite deceivers peril face overcome treacherous days overcome stand sure rise word fee humanity sacrifice demonstrate willingness hate strength healer seeker true believer summon smite deceivers peril face overcome treacherous days overcome stand sure rise give souls fat tonight brave live life pull darkness reborn light peril face overcome treacherous days overcome stand sure rise overcome sure rise,75,0.001422475,0.269093366,0.323038222,0.029235088,0.001422475,0.001422475,0.001422475,0.059397868,0.001422475,0.001422475,0.001422475,0.265228049,0.001422475,0.001422475,0.001422475,0.001422475,0.313332611,0.756428993,9.16E-05,0,0.389942292,0.979979355,world/life,0.014285714
80839,lenny kravitz,everything,2019,rock,origin essence lifeline eternal destination sweetness soul valley dark cold bless child need need tire naked think grab hold situation,20,0.004385965,0.408831356,0.004385965,0.004385965,0.164815904,0.004385965,0.08644985,0.092423423,0.004385965,0.004385965,0.004385965,0.004385965,0.186075957,0.004385965,0.004385965,0.004385965,0.557023719,0.684075584,0.271083606,1.20E-06,0.229183842,0.376356899,violence,0.014285714
80849,starset,manifest,2019,rock,fall fall away retrograde fall fall away darkness manifest gravity pull close rendezvous come slip right solitude touch know like leave afterglow fall space time starlight bright missiles fly tonight alright alright think get firefight cause fall fall away retrograde fall fall away kinda think like regress fall fall away hate fall fall away darkness manifest time change tell gotta bring gun armageddon touch know like leave place fall space time time starlight bright night dimmer finally fell say alright alright get ready bombshell cause fall fall away retrograde fall fall away kinda think like regress fall fall away hate fall fall away darkness fate silverlined optimist think stick state misalign trap inside look glass tell pass hate silver line taste life place time leave state mind phase cause fall fall away retrograde fall fall away kinda think like regress fall fall away hate fall fall away darkness manifest,149,0.000427899,0.092784553,0.000427899,0.087999275,0.000427899,0.000427899,0.000427899,0.069106282,0.025697463,0.000427899,0.000427899,0.08307332,0.000427899,0.10544726,0.530757059,0.000427899,0.508285498,0.761941389,0.000190763,6.43E-05,0.479596043,0.874870967,sadness,0.014285714
80853,killswitch engage,us against the world,2019,rock,resound melodies voice fate testament learn passion tragedy lie stand stand onslaught tear apart spirit end protection fall spirit end tell world yeah yeah catastrophe serve redeem purpose believe come spirit end protection fall spirit end tell world world saga unfold legends guide crack skull blood soul heed endless spirit end end protection fall spirit end end tell world world,60,0.001283697,0.175125069,0.344302752,0.001283697,0.050412423,0.001283697,0.001283697,0.074626576,0.001283697,0.001283697,0.001283697,0.001283697,0.185056886,0.001283697,0.153788233,0.001283697,0.438968916,0.748685999,6.43E-05,6.44E-05,0.404369332,0.958957677,world/life,0.014285714
80856,skillet,save me,2019,rock,place see like help darkness world know stop reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save save tonight damage dare tonight feel like care come save save save waitin save peel skin expose pleasure pain stop tell suppose easy open help reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save save tonight damage dare tonight feel like care come save save save waitin save reachin light reachin inside help tonight closer edge tonight standin ledge reach hand save save tonight damage dare tonight feel like care come save save save tonight closer edge tonight standin ledge reach hand save save save waitin save,116,0.00055991,0.184186666,0.375629318,0.251183225,0.00055991,0.035118079,0.00055991,0.00055991,0.00055991,0.00055991,0.00055991,0.058562727,0.00055991,0.040030578,0.00055991,0.024753952,0.535362287,0.812040099,0.00037751,0,0.435284419,0.888885419,world/life,0.014285714
80857,killswitch engage,unleashed,2019,rock,deceive release unleash unleash wild welcome madness dwell inside eye push unto break point run time innocent blood hand deceive come face face final stand release comprehend unleash unleash wild lyric commercial,32,0.002923977,0.606065796,0.002923977,0.056731919,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.090155632,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.508285498,0.728508063,0.000157631,0.000797571,0.112737016,0.984984516,violence,0.014285714
80858,circa waves,times won’t change me,2019,rock,hear come thunder wonder fall morning time change time change change corner label neck come save cause time change time change change change hear come lyric commercial,27,0.055536266,0.173543972,0.403144357,0.181658837,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.083977791,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.646918661,0.725251904,0.050902662,6.86E-05,0.474443528,0.65063974,world/life,0.014285714
80864,still woozy,ipanema,2019,rock,ohoh ohoh ohoh ohoh like feet underneath grind ohoh ohoh cold nice ohoh ohoh afternoon tryna time ohoh ohoh yeah hold grind haces caso amor perfume porque color parece mima entiende besándote boca besándote boca like feet underneath grind ohoh ohoh cold nice ohoh ohoh afternoon tryna time ohoh ohoh hold grind roses grow darkness need light outside need outside need yeah free world,64,0.001547988,0.332901468,0.001547988,0.059335912,0.146564088,0.001547988,0.054970097,0.001547988,0.077031519,0.001547988,0.001547988,0.14881798,0.036687309,0.126663763,0.001547988,0.001547988,0.746561248,0.620439453,0.216866684,0.078340081,0.870156636,0.473457029,violence,0.014285714
80867,vampire weekend,unbearably white,2019,rock,baby pull away unbearably buff mountain sight snow peak unbearably white city freeze elegant flow wind doorway unbearably cold walk bedroom write notebook unbearably white avalanche come cover eye think want surprise hard body hard mind learn keep darling lyric commercial,41,0.049367618,0.346426224,0.001697793,0.001697793,0.001697793,0.001697793,0.036224888,0.063551052,0.001697793,0.001697793,0.001697793,0.205574128,0.001697793,0.001697793,0.107981022,0.001697793,0.508285498,0.73266159,0.219878735,0.020040486,0.572341303,0.422404383,violence,0.014285714
80871,the head and the heart,honeybee,2019,rock,honeybee imagine live lead silly ring wasn mean luckily couldn honeybee imagine life gravity darling honeybee mess confessions star own world come tumble forgive leave fool take bend rule take blow stick know build family look garden reason fight stay courage fade look mess confessions scar own world come tumble forgive leave decide decide want soar doubt anymore little little meet middle decide alright decide hear need near want soar save life doubt anymore world come tumble forgive leave world come tumble world come tumble forgive leave forgive world come tumble world come tumble forgive forgive,96,0.061597591,0.000711238,0.532634729,0.000711238,0.000711238,0.034558897,0.016826447,0.229530073,0.000711238,0.041857596,0.000711238,0.000711238,0.000711238,0.025159888,0.000711238,0.000711238,0.628506444,0.712022152,0.118473011,0.000518219,0.47856554,0.520505545,world/life,0.014285714
80872,the head and the heart,missed connection,2019,rock,come haunt days miss haunt feel catch make thing follow coast come come tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection lalalala lalala lalalalala lalalala lalalala lalala lalalalala miss connection lose maze lalalala haunt lalala felt slip sideways lalalalala haunt lalalala feel soul miss follow go come come tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection want pass people stand street fall fruit family tree ball odyssey look open single door feel miss connection tell lose step crisscross wrong direction conversation miss connection stand purple dress point eye right direction conversation miss connection lalalala lalala lalalalala lalalala lalalala lalala lalalalala lalalala lalala fall lalalalala lalalala fool waste lalalala lalala fall feel heat lalalalala miss connection,137,0.032032431,0.301403227,0.000683527,0.047550094,0.000683527,0.000683527,0.000683527,0.069099405,0.000683527,0.000683527,0.141355126,0.000683527,0.022731838,0.000683527,0.110428904,0.245059237,0.657749377,0.782580827,0.011645594,4.78E-06,0.535243199,0.789783224,violence,0.014285714
80874,ajr,karma,2019,rock,good helpful friendly good feel good good year good get harder good hell karma good good year ask days nights fill disappointment fine fine sure book today appointment good helpful friendly good feel good good year good get harder good hell karma lyric commercial,44,0.001503759,0.001503759,0.0840458,0.00150376,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.00150376,0.312948383,0.001503759,0.001503759,0.001503759,0.001503759,0.519389862,0.505036283,0.7670692,0.055922747,0,0.194146744,0.727719224,feelings,0.014285714
80875,the neighbourhood,middle of somewhere,2019,rock,outside look inside tryna stay head need peace mind grow pretty fast good things gotta live learn away start point return turn outside look inside tryna stay head need peace mind land middle strand middle yeah run away look escape alien try place tryna stay tryna stay head tryna stay,50,0.001074114,0.114109779,0.106253116,0.001074114,0.056117344,0.001074114,0.001074114,0.001074114,0.213568927,0.001074114,0.068950387,0.001074114,0.064575821,0.040549881,0.324059491,0.001074114,0.482291779,0.741840371,0.727911373,0,0.327081616,0.44743019,sadness,0.014285714
80876,twin shadow,walk forever by my side,2019,rock,walk forever lose sight weakness field strew break dream walk forever stay forever light lose sight face future need strength help walk forever walk morning days walk morning days stay tonight lift veil eye cause weak foolish need darkness stay tonight,41,0.001422475,0.001422475,0.109814348,0.127400906,0.044937441,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.219251238,0.001422475,0.001422475,0.305680574,0.001422475,0.593848153,0.620054868,0.438754457,0.291497976,0.177658697,0.495479739,sadness,0.014285714
80878,noah kahan,cynic,2019,rock,change space rest face place head glamor board plane sleep cry rain depress think hard scar lose hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind sense blame come failure success famous break press want effort hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind miss days better miss taste grow pain know pass miss thoughts fear lose know light oohooh leave life turn strengths weaknesses live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind oohoohoohooh oohoohoohooh miss darling oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cause cynic darling oohoohoohooh open mind,126,0.000666223,0.030427988,0.334446338,0.145876428,0.000666223,0.000666223,0.037223654,0.049455226,0.000666223,0.000666223,0.000666223,0.000666223,0.000666223,0.000666223,0.312563219,0.070361539,0.78230261,0.7697613,0.230922923,1.15E-06,0.967023908,0.692683095,world/life,0.014285714
80879,grandson,apologize,2019,rock,lose selfie lose sleep wealth healthy find religion yelp come help pray label shelf middle beggar reject read text weed liquor dusk pack things go know gonna care road perfect soul apologize place life wrong right perfect soul apologize lyric commercial,41,0.002024292,0.002024292,0.373934173,0.074199335,0.002024292,0.002024292,0.002024292,0.160000469,0.002024292,0.002024292,0.183239362,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.512617784,0.770812502,0.001213857,0,0.43219291,0.836831741,world/life,0.014285714
80881,grandson,rock bottom,2019,rock,tell fuck float atmosphere look everybody tell young bite tongue couple kid picket fence maybe earn nice income peace mind step line fine look leave send shiver spine tell fuck float atmosphere look door neighbor say better stay alive talk bout change waste time wish read sign better cause write wall seat watch fall cause look control tell fuck float atmosphere look damdam badadadam badadabambam badadabambam badadadam badadadam badadabambam badadabambam badadadam badadadam badadabambam badadabambam badadadam badadadam lala badadadam badadadam badadabambam badadabambam badadadam badadadam lala badadadam badadadam badadabambam badadabambam badadadam badadadam cause look control cause look control tell fuck float atmosphere look tell fuck float atmosphere look,106,0.000785546,0.091072249,0.000785546,0.056793634,0.000785546,0.000785546,0.000785546,0.214948682,0.321256118,0.000785546,0.000785546,0.098392935,0.032442136,0.141173031,0.000785546,0.000785546,0.493122495,0.738789324,0.000231928,0.00167004,0.227122836,0.702693417,obscene,0.014285714
